degree distribution (probability density function of the degree in logarithmic bins) 
3.36219	0.318134
5.39106	0.088849
7.6963	0.0458974
11.3067	0.0174651
15.9437	0.0113246
24.1463	0.00447922
34.4286	0.00157142
50.1111	0.000461286
75.2105	0.000667016
109.7	0.000240457
132	1.647e-05

degree distribution (degree-occurrences) 
3	0.28
4	0.159
5	0.109
6	0.07
7	0.065
8	0.046
9	0.024
10	0.023
11	0.021
12	0.016
13	0.015
14	0.016
15	0.019
16	0.01
17	0.013
18	0.005
19	0.008
20	0.003
21	0.006
22	0.004
23	0.005
24	0.007
25	0.002
26	0.003
27	0.006
28	0.002
29	0.003
30	0.002
31	0.003
32	0.005
34	0.003
35	0.001
36	0.001
37	0.001
38	0.002
40	0.001
42	0.002
43	0.001
44	0.001
45	0.001
48	0.001
51	0.001
52	0.001
53	0.001
56	0.001
59	0.001
62	0.001
64	0.001
69	0.001
70	0.001
71	0.003
73	0.001
74	0.002
76	0.002
79	0.002
82	0.001
83	0.001
84	0.001
85	0.001
86	0.001
93	0.001
95	0.002
108	0.001
114	0.001
115	0.001
116	0.001
118	0.002
125	0.001
132	0.001

