degree distribution (probability density function of the degree in logarithmic bins) 
6.86842	0.167602
9.84211	0.0486551
13.3672	0.0297361
18.2105	0.0192206
24.9062	0.00783126
35.0448	0.00594998
47.2703	0.00238469
64.9615	0.00121616
90.2143	0.000475265
125.667	0.000443475

degree distribution (degree-occurrences) 
6	0.159
7	0.112
8	0.109
9	0.06
10	0.056
11	0.036
12	0.032
13	0.04
14	0.033
15	0.023
16	0.025
17	0.021
18	0.021
19	0.016
20	0.014
21	0.017
22	0.01
23	0.011
24	0.008
25	0.009
26	0.009
27	0.009
28	0.005
29	0.003
30	0.005
31	0.007
32	0.004
33	0.015
34	0.001
35	0.007
36	0.003
37	0.006
38	0.004
39	0.007
40	0.004
41	0.004
42	0.002
43	0.002
44	0.005
45	0.005
46	0.004
47	0.002
48	0.006
49	0.002
50	0.001
51	0.002
52	0.001
53	0.004
54	0.001
57	0.002
58	0.001
59	0.001
61	0.002
62	0.002
63	0.001
64	0.003
65	0.002
66	0.004
67	0.002
68	0.002
70	0.001
72	0.001
75	0.001
76	0.001
78	0.001
82	0.003
83	0.001
84	0.001
88	0.001
93	0.001
94	0.001
97	0.003
100	0.001
106	0.001
108	0.001
111	0.001
112	0.001
115	0.001
116	0.001
117	0.001
120	0.001
121	0.001
123	0.001
124	0.001
126	0.001
130	0.002
133	0.001
136	0.001
145	0.001
147	0.001
148	0.001

