1	20 
2	13 
3	1 
4	21 
5	1 
6	16 
7	25 
8	23 
9	23 
10	32 
11	1 
12	25 
13	17 
14	6 
15	13 
16	10 
17	25 
18	2 
19	23 
20	33 
21	33 
22	27 
23	1 
24	25 
25	7 
26	9 
27	2 
28	22 
29	22 
30	31 
31	23 
32	23 
33	7 
34	33 
35	24 
36	25 
37	16 
38	25 
39	23 
40	28 
41	34 
42	14 
43	33 
44	34 
45	10 
46	12 
47	25 
48	2 
49	19 
50	28 
51	9 
52	11 
53	21 
54	5 
55	23 
56	21 
57	12 
58	25 
59	12 
60	8 
61	20 
62	1 
63	34 
64	14 
65	17 
66	12 
67	8 
68	33 
69	22 
70	29 
71	33 
72	33 
73	17 
74	23 
75	22 
76	10 
77	33 
78	10 
79	25 
80	10 
81	31 
82	6 
83	30 
84	19 
85	19 
86	17 
87	28 
88	16 
89	11 
90	1 
91	3 
92	25 
93	22 
94	9 
95	6 
96	16 
97	30 
98	1 
99	19 
100	17 
101	28 
102	9 
103	31 
104	19 
105	21 
106	21 
107	10 
108	11 
109	18 
110	23 
111	1 
112	25 
113	32 
114	19 
115	14 
116	11 
117	33 
118	10 
119	33 
120	16 
121	12 
122	29 
123	20 
124	29 
125	21 
126	26 
127	34 
128	30 
129	31 
130	10 
131	4 
132	21 
133	32 
134	4 
135	11 
136	17 
137	8 
138	23 
139	10 
140	8 
141	9 
142	25 
143	23 
144	10 
145	1 
146	25 
147	1 
148	32 
149	28 
150	21 
151	24 
152	21 
153	15 
154	25 
155	24 
156	33 
157	33 
158	18 
159	23 
160	21 
161	30 
162	20 
163	19 
164	31 
165	8 
166	4 
167	1 
168	17 
169	29 
170	12 
171	33 
172	1 
173	21 
174	1 
175	2 
176	2 
177	10 
178	1 
179	33 
180	12 
181	8 
182	23 
183	1 
184	10 
185	1 
186	24 
187	13 
188	28 
189	25 
190	1 
191	23 
192	12 
193	26 
194	5 
195	21 
196	1 
197	21 
198	33 
199	23 
200	18 
201	16 
202	25 
203	21 
204	7 
205	4 
206	31 
207	21 
208	31 
209	26 
210	25 
211	20 
212	21 
213	18 
214	2 
215	1 
216	1 
217	23 
218	17 
219	25 
220	13 
221	33 
222	23 
223	31 
224	5 
225	33 
226	15 
227	24 
228	22 
229	27 
230	12 
231	10 
232	21 
233	11 
234	33 
235	8 
236	31 
237	14 
238	7 
239	22 
240	33 
241	7 
242	2 
243	21 
244	25 
245	12 
246	25 
247	29 
248	25 
249	23 
250	33 
251	33 
252	23 
253	33 
254	25 
255	21 
256	25 
257	23 
258	6 
259	23 
260	2 
261	13 
262	27 
263	34 
264	5 
265	6 
266	11 
267	33 
268	8 
269	25 
270	1 
271	31 
272	23 
273	29 
274	25 
275	28 
276	33 
277	29 
278	21 
279	8 
280	18 
281	18 
282	10 
283	2 
284	23 
285	15 
286	33 
287	23 
288	31 
289	32 
290	12 
291	21 
292	2 
293	4 
294	25 
295	33 
296	33 
297	18 
298	32 
299	26 
300	11 
301	21 
302	17 
303	10 
304	1 
305	29 
306	9 
307	24 
308	2 
309	25 
310	1 
311	2 
312	10 
313	26 
314	20 
315	25 
316	1 
317	13 
318	1 
319	2 
320	28 
321	17 
322	1 
323	8 
324	15 
325	29 
326	19 
327	7 
328	33 
329	27 
330	9 
331	25 
332	26 
333	25 
334	30 
335	10 
336	33 
337	1 
338	34 
339	25 
340	1 
341	12 
342	25 
343	30 
344	25 
345	19 
346	21 
347	2 
348	17 
349	14 
350	33 
351	25 
352	2 
353	18 
354	10 
355	29 
356	10 
357	4 
358	3 
359	25 
360	22 
361	24 
362	21 
363	25 
364	25 
365	12 
366	25 
367	28 
368	33 
369	10 
370	17 
371	5 
372	28 
373	25 
374	26 
375	1 
376	11 
377	10 
378	16 
379	12 
380	24 
381	25 
382	29 
383	1 
384	12 
385	27 
386	25 
387	20 
388	27 
389	33 
390	3 
