1	5 
2	15 
3	2 
4	18 
5	8 
6	4 
7	9 
8	5 
9	8 
10	9 
11	3 
12	10 
13	1 
14	4 
15	1 
16	19 
17	1 
18	6 
19	9 
20	8 
21	7 
22	4 
23	2 
24	18 
25	18 
26	17 
27	2 
28	14 
29	8 
30	8 
31	1 
32	16 
33	15 
34	12 
35	9 
36	4 
37	17 
38	15 
39	4 
40	5 
41	18 
42	11 
43	18 
44	4 
45	16 
46	7 
47	3 
48	10 
49	1 
50	12 
51	17 
52	10 
53	6 
54	15 
55	9 
56	10 
57	9 
58	17 
59	14 
60	10 
61	17 
62	17 
63	19 
64	6 
65	6 
66	4 
67	16 
68	1 
69	7 
70	1 
71	2 
72	11 
73	17 
74	4 
75	13 
76	8 
77	9 
78	14 
79	2 
80	4 
81	4 
82	9 
83	17 
84	14 
85	3 
86	6 
87	12 
88	4 
89	19 
90	15 
91	4 
92	9 
93	1 
94	19 
95	4 
96	14 
97	8 
98	9 
99	4 
100	6 
101	11 
102	3 
103	10 
104	8 
105	4 
106	15 
107	10 
108	2 
109	9 
110	4 
111	1 
112	2 
113	16 
114	11 
115	6 
116	4 
117	9 
118	11 
119	9 
120	9 
121	19 
122	11 
123	17 
124	4 
125	1 
126	9 
127	8 
128	9 
129	19 
130	18 
131	7 
132	4 
133	3 
134	8 
135	12 
136	17 
137	8 
138	8 
139	8 
140	13 
141	11 
142	15 
143	9 
144	4 
145	3 
146	5 
147	1 
148	1 
149	14 
150	1 
151	19 
152	12 
153	17 
154	13 
155	14 
156	12 
157	9 
158	8 
159	1 
160	1 
161	4 
162	4 
163	8 
164	16 
165	9 
166	3 
167	8 
168	9 
169	12 
170	5 
171	9 
172	17 
173	4 
174	10 
175	17 
176	8 
177	11 
178	1 
179	7 
180	13 
181	7 
182	17 
183	6 
184	1 
185	9 
186	17 
187	4 
188	1 
189	4 
190	17 
191	9 
192	12 
193	19 
194	19 
195	7 
196	5 
197	1 
198	14 
199	18 
200	8 
201	9 
202	6 
203	9 
204	1 
205	9 
