1	447
1	491
1	685
1	851
1	853
1	961
2	57
2	927
2	951
2	984
2	988
2	996
3	386
3	553
3	811
3	912
3	963
3	970
4	862
4	870
4	978
4	984
4	988
4	996
5	730
5	899
5	938
5	945
5	984
5	996
6	930
6	944
6	974
6	979
6	983
6	995
7	786
7	863
7	874
7	919
7	988
7	996
8	27
8	520
8	963
8	970
8	972
8	998
9	482
9	674
9	683
9	854
9	988
9	996
10	444
10	637
10	804
10	883
10	897
10	928
11	127
11	513
11	798
11	821
11	980
11	990
12	785
12	912
12	947
12	987
12	992
12	993
13	128
13	797
13	975
13	987
13	992
13	993
14	479
14	613
14	862
14	970
14	981
14	983
15	145
15	369
15	390
15	451
15	849
15	997
16	875
16	936
16	986
16	991
16	994
16	997
17	919
17	927
17	929
17	966
17	984
17	996
18	199
18	555
18	696
18	857
18	942
18	971
19	145
19	774
19	852
19	879
19	929
19	969
20	85
20	539
20	724
20	819
20	833
20	907
21	487
21	902
21	962
21	980
21	990
21	997
22	404
22	816
22	962
22	968
22	972
22	980
23	232
23	842
23	865
23	898
23	923
23	948
24	44
24	424
24	833
24	856
24	907
24	945
25	311
25	538
25	797
25	942
25	980
25	997
26	814
26	888
26	972
26	977
26	998
26	999
27	8
27	279
27	932
27	941
27	985
27	999
28	253
28	468
28	763
28	866
28	913
28	998
29	752
29	800
29	804
29	897
29	907
29	928
30	105
30	736
30	973
30	985
30	999
30	1000
31	367
31	836
31	888
31	913
31	955
31	998
32	322
32	347
32	480
32	673
32	792
32	997
33	40
33	483
33	637
33	863
33	974
33	982
34	665
34	726
34	737
34	896
34	911
34	922
35	564
35	677
35	903
35	945
35	990
35	997
36	711
36	878
36	886
36	911
36	922
36	972
37	129
37	322
37	425
37	480
37	657
37	792
38	566
38	682
38	856
38	883
38	897
38	928
39	247
39	873
39	933
39	953
39	988
39	996
40	33
40	394
40	632
40	864
40	986
40	994
41	853
41	867
41	891
41	995
41	999
41	1000
42	173
42	585
42	684
42	775
42	927
42	988
43	710
43	886
43	918
43	976
43	986
43	991
44	24
44	626
44	844
44	913
44	940
44	944
45	909
45	966
45	982
45	986
45	994
45	995
46	359
46	433
46	462
46	483
46	553
46	855
47	493
47	708
47	728
47	961
47	974
47	995
48	784
48	906
48	910
48	967
48	983
48	997
49	237
49	312
49	751
49	883
49	928
49	977
50	527
50	719
50	728
50	832
50	896
50	922
51	208
51	642
51	724
51	850
51	856
51	991
52	818
52	891
52	897
52	944
52	973
52	1000
53	558
53	788
53	876
53	981
53	982
53	995
54	624
54	817
54	896
54	911
54	922
54	942
55	841
55	846
55	860
55	923
55	948
55	992
56	559
56	663
56	744
56	917
56	977
56	988
57	2
57	839
57	890
57	939
57	972
57	998
58	430
58	748
58	957
58	963
58	977
58	998
59	107
59	661
59	971
59	985
59	999
59	1000
60	781
60	855
60	860
60	898
60	923
60	948
61	273
61	431
61	466
61	846
61	865
61	948
62	198
62	514
62	883
62	928
62	965
62	978
63	910
63	915
63	941
63	985
63	999
63	1000
64	458
64	497
64	724
64	745
64	819
64	850
65	142
65	820
65	933
65	954
65	971
65	1000
66	848
66	868
66	943
66	979
66	993
66	998
67	827
67	981
67	982
67	984
67	986
67	989
68	263
68	636
68	767
68	772
68	892
68	915
69	359
69	433
69	448
69	553
69	842
69	978
70	502
70	847
70	902
70	908
70	942
70	967
71	202
71	797
71	933
71	934
71	975
71	992
72	418
72	552
72	603
72	623
72	872
72	923
73	829
73	834
73	909
73	918
73	936
73	994
74	342
74	803
74	913
74	936
74	986
74	994
75	830
75	967
75	968
75	970
75	977
75	998
76	352
76	550
76	747
76	974
76	982
76	995
77	362
77	613
77	876
77	916
77	961
77	989
78	94
78	347
78	606
78	657
78	792
78	951
79	421
79	448
79	462
79	553
79	674
79	999
80	729
80	752
80	883
80	897
80	954
80	996
81	395
81	670
81	892
81	930
81	980
81	997
82	677
82	831
82	941
82	960
82	997
82	999
83	798
83	803
83	937
83	959
83	967
83	981
84	648
84	679
84	899
84	943
84	984
84	996
85	20
85	800
85	883
85	904
85	928
85	989
86	597
86	653
86	839
86	895
86	955
86	998
87	850
87	909
87	966
87	982
87	986
87	991
88	645
88	915
88	973
88	986
88	991
88	994
89	825
89	845
89	902
89	968
89	970
89	985
90	338
90	921
90	938
90	988
90	996
90	998
91	396
91	743
91	759
91	817
91	963
91	998
92	384
92	926
92	963
92	981
92	983
92	989
93	694
93	882
93	956
93	969
93	990
93	997
94	78
94	241
94	480
94	553
94	792
94	1000
95	298
95	324
95	353
95	892
95	895
95	908
96	658
96	763
96	954
96	971
96	990
96	1000
97	513
97	701
97	721
97	835
97	956
97	959
98	174
98	480
98	505
98	696
98	792
98	939
99	401
99	803
99	864
99	918
99	966
99	994
100	539
100	692
100	829
100	955
100	977
100	998
101	267
101	535
101	742
101	820
101	973
101	1000
102	338
102	487
102	914
102	945
102	978
102	981
103	638
103	738
103	742
103	754
103	998
103	999
104	130
104	753
104	918
104	928
104	936
104	994
105	30
105	627
105	687
105	904
105	928
105	948
106	603
106	623
106	658
106	691
106	776
106	993
107	59
107	181
107	857
107	919
107	929
107	971
108	487
108	537
108	620
108	634
108	781
108	996
109	616
109	935
109	945
109	981
109	995
109	998
110	729
110	745
110	751
110	883
110	897
110	928
111	188
111	238
111	276
111	686
111	710
111	970
112	381
112	834
112	975
112	979
112	992
112	993
113	467
113	611
113	842
113	865
113	948
113	954
114	740
114	860
114	946
114	949
114	979
114	993
115	291
115	550
115	819
115	850
115	856
115	907
116	135
116	668
116	798
116	835
116	882
116	953
117	442
117	871
117	935
117	976
117	991
117	994
118	867
118	976
118	986
118	991
118	992
118	994
119	619
119	675
119	840
119	964
119	991
119	994
120	255
120	552
120	553
120	599
120	927
120	996
121	559
121	684
121	719
121	898
121	953
121	984
122	652
122	748
122	758
122	961
122	984
122	996
123	576
123	882
123	909
123	930
123	931
123	990
124	873
124	902
124	963
124	972
124	997
124	998
125	656
125	903
125	964
125	966
125	994
125	998
126	318
126	616
126	840
126	936
126	976
126	986
127	11
127	412
127	893
127	895
127	908
127	990
128	13
128	724
128	833
128	856
128	907
128	943
129	37
129	174
129	301
129	654
129	657
129	792
130	104
130	749
130	784
130	925
130	967
130	997
131	568
131	886
131	896
131	911
131	922
131	946
132	946
132	950
132	965
132	973
132	987
132	993
133	157
133	920
133	933
133	949
133	987
133	992
134	932
134	940
134	943
134	958
134	975
134	1000
135	116
135	697
135	795
135	867
135	901
135	942
136	545
136	797
136	955
136	972
136	973
136	998
137	526
137	917
137	934
137	935
137	984
137	996
138	833
138	834
138	869
138	952
138	978
138	995
139	864
139	909
139	945
139	956
139	991
139	994
140	374
140	691
140	965
140	987
140	992
140	993
141	343
141	678
141	893
141	917
141	976
141	988
142	65
142	500
142	724
142	898
142	923
142	948
143	500
143	668
143	842
143	923
143	948
143	979
144	452
144	916
144	957
144	977
144	978
144	998
145	15
145	19
145	308
145	727
145	823
145	924
146	569
146	663
146	932
146	940
146	960
146	1000
147	617
147	763
147	910
147	988
147	993
147	999
148	293
148	469
148	832
148	896
148	960
148	966
149	575
149	900
149	929
149	958
149	999
149	1000
150	933
150	969
150	975
150	987
150	992
150	993
151	652
151	854
151	870
151	926
151	953
151	995
152	781
152	842
152	860
152	872
152	923
152	948
153	165
153	778
153	848
153	892
153	962
153	980
154	751
154	780
154	804
154	897
154	928
154	994
155	552
155	615
155	623
155	658
155	691
155	924
156	493
156	527
156	812
156	893
