1	57 
2	42 
3	11 
4	21 
5	27 
6	56 
7	14 
8	36 
9	19 
10	6 
11	53 
12	50 
13	45 
14	61 
15	6 
16	21 
17	35 
18	29 
19	19 
20	61 
21	47 
22	3 
23	35 
24	9 
25	61 
26	6 
27	29 
28	16 
29	34 
30	8 
31	36 
32	8 
33	60 
34	50 
35	28 
36	29 
37	49 
38	54 
39	28 
40	20 
41	35 
42	1 
43	39 
44	40 
45	53 
46	36 
47	12 
48	14 
49	9 
50	14 
51	41 
52	36 
53	39 
54	1 
55	15 
56	58 
57	14 
58	29 
59	25 
60	49 
61	1 
62	50 
63	34 
64	34 
65	34 
66	4 
67	35 
68	56 
69	9 
70	14 
71	7 
72	9 
73	39 
74	14 
75	36 
76	14 
77	6 
78	38 
79	24 
80	36 
81	6 
82	1 
83	61 
84	26 
85	26 
86	13 
87	27 
88	11 
89	3 
90	10 
91	24 
92	28 
93	48 
94	7 
95	29 
96	13 
97	6 
98	15 
99	10 
100	31 
101	39 
102	26 
103	48 
104	4 
105	26 
106	34 
107	38 
108	32 
109	28 
110	53 
111	35 
112	49 
113	41 
114	34 
115	8 
116	59 
117	38 
118	54 
119	10 
120	29 
121	59 
122	43 
123	47 
124	29 
125	6 
126	45 
127	21 
128	1 
129	9 
130	48 
131	34 
132	39 
133	39 
134	38 
135	35 
136	34 
137	12 
138	13 
139	7 
140	52 
141	3 
142	37 
143	61 
144	3 
145	18 
146	19 
147	8 
148	20 
149	61 
150	25 
151	29 
152	60 
153	19 
154	28 
155	31 
156	6 
157	59 
158	36 
159	5 
160	24 
161	19 
162	28 
163	14 
164	26 
165	53 
166	6 
167	34 
168	15 
169	14 
170	40 
171	16 
172	50 
173	37 
174	23 
175	50 
176	17 
177	36 
178	33 
179	13 
180	7 
181	61 
182	9 
183	50 
184	28 
185	45 
186	59 
187	49 
188	29 
189	43 
190	29 
191	38 
192	3 
193	24 
194	61 
195	13 
196	21 
197	3 
198	5 
199	26 
200	21 
201	29 
202	17 
203	26 
204	34 
205	14 
206	21 
207	1 
208	13 
209	6 
210	9 
211	40 
212	9 
213	3 
214	29 
215	26 
216	19 
217	6 
218	33 
219	60 
220	30 
221	26 
222	10 
223	44 
224	45 
225	59 
226	26 
227	1 
228	60 
229	50 
230	28 
231	61 
232	58 
233	11 
234	6 
235	41 
236	34 
237	61 
238	37 
239	61 
240	14 
241	10 
242	32 
243	18 
244	13 
245	49 
246	9 
247	55 
248	44 
249	50 
250	48 
251	26 
252	49 
253	26 
254	60 
255	9 
256	3 
257	26 
258	30 
259	28 
260	35 
261	45 
262	30 
263	4 
264	2 
265	38 
266	10 
267	3 
268	61 
269	59 
270	26 
271	14 
272	41 
273	55 
274	41 
275	61 
276	16 
277	27 
278	57 
279	23 
280	49 
281	3 
282	36 
283	29 
284	43 
285	38 
286	32 
287	21 
288	11 
289	15 
290	26 
291	28 
292	17 
293	4 
294	3 
295	43 
296	9 
297	59 
298	7 
299	53 
300	59 
301	2 
302	49 
303	55 
304	48 
305	16 
306	60 
307	40 
308	14 
309	49 
310	19 
311	13 
312	44 
313	19 
314	16 
315	28 
316	38 
317	61 
318	19 
319	26 
320	24 
321	24 
322	16 
323	36 
324	43 
325	38 
326	41 
327	41 
328	3 
329	14 
330	39 
331	21 
332	21 
333	26 
334	29 
335	59 
336	1 
337	61 
338	44 
339	14 
340	35 
341	40 
342	17 
343	7 
344	53 
345	9 
346	29 
347	48 
348	21 
349	21 
350	50 
351	38 
352	61 
353	45 
354	2 
355	8 
356	46 
357	6 
358	26 
359	26 
360	28 
361	10 
362	5 
363	25 
364	19 
365	51 
366	61 
367	21 
368	48 
369	19 
370	8 
371	20 
372	4 
373	21 
374	20 
375	21 
376	28 
377	61 
378	36 
379	49 
380	53 
381	14 
382	48 
383	31 
384	21 
385	34 
386	34 
387	60 
388	24 
389	49 
390	43 
391	1 
392	21 
393	2 
394	38 
395	14 
396	7 
397	26 
398	2 
399	28 
400	25 
401	45 
402	17 
403	61 
404	43 
405	50 
406	21 
407	26 
408	45 
409	19 
410	35 
411	60 
412	14 
413	57 
414	28 
415	19 
416	50 
417	54 
418	49 
419	61 
420	3 
421	56 
422	47 
423	35 
424	12 
425	3 
426	45 
427	29 
428	57 
429	35 
430	25 
431	6 
432	27 
433	26 
434	1 
435	19 
436	62 
437	61 
438	24 
439	45 
440	41 
441	28 
442	6 
443	35 
444	1 
445	1 
446	8 
447	40 
448	15 
449	27 
450	6 
451	6 
452	29 
453	24 
454	3 
455	53 
456	9 
457	28 
458	29 
459	39 
460	6 
461	29 
462	47 
463	39 
464	21 
465	21 
466	24 
467	47 
468	61 
469	16 
470	19 
471	33 
472	19 
473	45 
474	27 
475	26 
476	13 
477	50 
478	60 
479	16 
480	35 
481	46 
482	49 
483	58 
484	42 
485	7 
486	12 
487	43 
488	45 
489	55 
490	13 
491	7 
492	3 
493	46 
494	7 
495	25 
496	7 
497	22 
498	40 
499	61 
500	43 
501	58 
502	25 
503	55 
504	24 
505	18 
506	27 
507	10 
508	38 
509	56 
510	10 
511	53 
512	16 
513	14 
514	46 
515	42 
516	35 
517	6 
518	29 
519	35 
520	11 
521	28 
522	13 
523	36 
524	18 
525	56 
526	24 
527	21 
528	27 
529	35 
530	39 
531	8 
532	50 
533	18 
534	9 
535	25 
536	20 
537	19 
538	35 
539	9 
